epoch,acc,f1_m,loss,precision_m,recall_m,val_acc,val_f1_m,val_loss,val_precision_m,val_recall_m
0,0.9924988150596619,0.9940213561058044,0.027570094913244247,0.99397873878479,0.9943305253982544,0.9995731115341187,0.999667763710022,0.0023166511673480272,1.0,0.9993438720703125
1,0.9998558759689331,0.9998869895935059,0.0007511700387112796,0.9998998641967773,0.9998766779899597,0.9999741315841675,0.9999809861183167,0.00021633977303281426,1.0,0.9999623894691467
2,0.9998946785926819,0.9999141097068787,0.0005113602383062243,0.9999263882637024,0.9999039769172668,0.9999741315841675,0.9999809861183167,0.0003115364525001496,1.0,0.9999623894691467
